"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"V581",10,4,10,6,3,3,2,5,4,7
"V582",8,2,9,3,7,5,10,1,3,6
"V583",2,6,1,7,3,9,6,9,4,3
"V584",2,7,4,4,4,8,1,5,10,6
"V585",8,10,8,9,2,6,6,6,9,7
"V586",7,1,3,3,1,10,4,9,6,9
"V587",3,1,10,4,8,8,10,7,5,6
"V588",3,10,1,10,2,3,4,10,8,8
"V589",8,3,6,8,9,4,3,9,7,3
"V590",7,6,10,8,4,3,1,1,7,8
"V591",5,4,5,5,7,8,6,2,1,1
"V592",3,10,8,1,8,8,10,2,6,2
"V593",5,10,2,7,10,7,4,1,1,10
"V594",4,3,8,10,3,6,6,5,7,10
"V595",6,6,9,8,8,8,5,10,8,4
"V596",5,6,5,3,5,3,7,1,9,10
"V597",9,7,5,5,9,3,1,10,2,5
"V598",1,9,6,4,1,9,10,7,5,5
"V599",9,8,2,4,4,2,1,4,6,9
"V600",1,7,5,7,9,4,3,10,5,2
"V601",5,9,6,6,4,2,6,9,10,3
"V602",1,8,4,5,10,2,8,6,3,7
"V603",7,9,7,5,6,2,6,10,1,7
"V604",8,2,2,1,5,7,7,3,8,3
"V605",9,4,4,5,5,7,2,3,10,8
"V606",6,6,9,2,7,4,9,9,5,3
"V607",10,5,7,8,10,4,4,3,9,2
"V608",7,1,10,7,8,5,7,7,2,6
"V609",5,1,9,9,5,6,6,2,5,3
"V610",5,10,8,2,6,3,1,5,2,2
"V611",7,8,9,1,6,7,2,10,3,1
"V612",6,2,8,7,6,4,10,4,8,7
"V613",1,10,7,8,5,4,3,7,4,10
"V614",4,10,8,4,3,8,3,6,4,6
"V615",4,6,2,3,9,5,1,3,4,5
"V616",6,10,4,10,3,2,9,6,6,9
"V617",6,7,3,9,9,9,4,4,2,7
"V618",8,6,7,9,10,7,10,8,7,3
"V619",4,3,1,5,5,4,10,6,10,6
"V620",2,9,3,5,1,2,7,10,4,3
"V621",4,8,5,6,9,4,6,5,5,10
"V622",7,2,8,3,4,10,9,9,1,5
"V623",7,7,2,1,5,7,1,8,2,5
"V624",6,7,4,3,3,7,9,5,10,7
"V625",9,10,8,10,5,7,3,8,9,1
"V626",1,2,3,7,1,6,4,4,10,1
"V627",2,9,9,4,5,9,4,1,4,10
"V628",5,9,2,7,2,3,7,5,9,9
"V629",5,1,10,9,8,8,8,5,1,3
"V630",10,4,8,4,4,7,2,2,1,8
"V631",2,6,10,2,10,10,1,5,9,3
"V632",7,8,5,7,3,1,1,9,5,10
"V633",3,10,4,1,6,6,3,3,4,6
"V634",5,2,5,3,10,5,10,2,2,6
"V635",6,2,1,3,5,9,3,3,10,8
"V636",5,7,1,1,7,3,5,6,1,5
"V637",1,5,10,5,10,4,10,5,10,7
"V638",10,10,2,9,5,5,8,8,5,6
"V639",10,9,8,7,6,7,10,8,9,6
"V640",2,6,4,1,5,10,3,6,1,1
"V641",10,3,2,1,4,10,3,1,7,3
"V642",7,5,4,2,7,2,10,9,9,10
"V643",8,9,8,1,8,4,10,9,6,4
"V644",9,5,8,1,3,1,10,1,4,9
"V645",3,2,3,3,9,5,4,8,7,1
"V646",9,5,10,6,6,3,2,1,4,1
"V647",4,1,1,9,10,9,7,1,1,3
"V648",6,8,8,5,5,2,8,5,6,5
"V649",1,6,7,9,9,7,8,10,5,1
"V650",10,8,5,9,7,3,3,9,9,6
"V651",9,9,4,2,8,3,5,9,5,3
"V652",7,10,7,10,9,2,2,2,7,4
"V653",1,1,7,10,5,8,6,7,10,9
"V654",9,6,2,8,7,3,7,2,10,8
"V655",5,8,7,8,5,6,2,7,6,7
"V656",1,1,8,4,6,9,2,3,3,4
"V657",8,3,8,1,9,8,5,5,5,4
"V658",1,5,5,8,5,4,5,5,2,10
"V659",10,6,3,3,9,9,6,4,7,6
"V660",1,8,9,9,10,3,1,6,7,8
"V661",2,8,7,3,10,9,7,10,4,7
"V662",2,10,6,6,3,7,3,6,7,10
"V663",7,6,10,10,5,1,2,3,6,10
"V664",6,4,6,5,3,3,9,3,5,5
"V665",7,10,5,7,6,6,6,9,10,8
"V666",2,8,5,2,3,1,8,1,10,7
"V667",9,4,1,5,2,1,2,4,6,2
"V668",10,8,6,9,3,2,2,2,4,5
"V669",10,8,4,4,1,2,2,1,10,3
"V670",6,8,7,5,2,10,7,9,6,3
"V671",6,8,8,8,9,4,10,5,8,1
"V672",1,6,10,3,6,5,2,1,3,3
"V673",1,4,8,6,4,1,1,4,3,5
"V674",4,10,3,4,3,6,3,3,1,1
"V675",6,2,6,4,2,5,4,10,3,3
"V676",7,1,8,9,1,10,4,1,8,4
"V677",9,10,7,10,2,7,2,10,5,5
"V678",10,3,2,3,7,1,3,6,6,4
"V679",4,6,1,4,3,3,3,4,1,4
"V680",6,4,7,10,9,7,6,1,9,9
"V681",5,3,2,9,5,2,2,3,2,2
"V682",2,2,1,7,10,9,9,3,1,6
"V683",1,7,7,2,2,10,6,6,2,2
"V684",7,3,7,7,5,9,1,7,8,3
"V685",7,2,10,2,1,5,6,4,8,3
"V686",1,8,5,9,5,9,5,10,1,2
"V687",1,4,3,9,9,10,5,7,7,10
"V688",9,2,6,4,10,5,6,6,9,5
"V689",5,9,4,7,10,10,2,10,4,1
"V690",9,9,8,6,3,9,3,8,9,5
"V691",1,2,2,10,9,2,2,1,7,7
"V692",7,1,1,3,10,3,1,1,9,4
"V693",1,7,9,3,1,2,3,8,1,7
"V694",6,1,5,7,7,3,3,6,6,10
"V695",5,5,1,1,5,1,4,3,6,2
"V696",8,3,7,7,2,4,2,1,2,2
"V697",4,8,2,8,9,6,4,5,5,5
"V698",8,2,6,9,2,5,4,4,7,2
"V699",6,7,3,5,3,1,6,5,8,1
"V700",4,1,9,9,10,5,2,3,9,7
"V701",6,4,10,5,5,4,7,4,2,4
"V702",6,7,7,2,7,6,4,9,8,7
"V703",3,7,3,5,6,7,4,8,9,3
"V704",5,9,2,4,9,8,9,6,2,3
"V705",10,1,3,10,5,8,6,10,4,10
"V706",6,7,1,8,2,3,1,9,1,9
"V707",9,8,4,6,4,6,6,1,1,1
"V708",9,10,4,2,8,9,7,5,9,3
"V709",1,4,9,10,2,2,9,4,4,2
"V710",7,9,2,1,2,5,4,4,5,2
"V711",1,3,1,8,10,4,8,10,2,2
"V712",1,3,1,2,6,8,4,2,9,3
"V713",8,9,6,9,10,8,6,4,10,1
"V714",7,4,3,2,7,4,3,8,10,4
"V715",3,7,5,7,6,10,5,8,8,2
"V716",6,6,5,5,9,8,5,7,10,6
"V717",4,9,2,5,5,6,3,5,6,5
"V718",9,4,7,9,4,8,1,8,7,2
"V719",9,7,3,6,5,5,3,9,5,10
"V720",1,3,2,3,2,9,4,7,7,4
"V721",1,5,10,9,9,8,8,9,2,2
"V722",7,7,2,9,1,9,2,1,5,10
"V723",5,1,10,10,8,2,10,4,2,8
"V724",10,9,9,5,1,3,8,10,3,1
"V725",2,1,1,5,7,1,7,3,10,4
"V726",2,3,7,5,3,10,9,4,3,7
"V727",7,10,5,6,3,6,2,5,1,2
"V728",10,5,8,10,10,7,10,2,4,9
"V729",2,2,7,7,1,6,2,9,1,3
"V730",4,2,8,8,4,2,3,8,10,1
"V731",9,8,9,4,1,5,6,6,2,7
"V732",9,5,1,9,7,5,1,6,4,6
"V733",2,9,4,3,10,8,2,5,2,3
"V734",6,2,1,10,9,2,8,2,1,2
"V735",1,8,2,9,6,4,1,1,3,8
"V736",9,9,3,5,6,7,4,8,5,3
"V737",4,9,10,5,10,9,3,7,6,7
"V738",6,9,4,3,6,3,8,6,6,8
"V739",7,4,8,9,2,2,5,7,6,10
"V740",9,3,5,10,6,4,6,7,10,7
"V741",6,4,7,9,5,4,1,2,1,2
"V742",9,8,6,6,9,6,10,9,8,3
"V743",7,8,6,6,4,5,5,3,8,7
"V744",8,5,3,4,1,9,7,5,3,2
"V745",1,1,8,3,6,9,4,10,5,1
"V746",9,7,2,1,10,6,4,5,7,9
"V747",4,8,3,10,2,8,8,8,8,5
"V748",3,7,9,5,2,7,8,8,10,1
"V749",10,7,2,4,3,3,3,1,6,6
"V750",8,6,3,4,7,3,3,9,2,1
"V751",10,10,6,4,10,7,3,10,2,4
"V752",2,5,7,6,8,5,6,2,3,9
"V753",8,10,2,10,7,3,10,4,7,3
"V754",5,4,8,7,2,1,10,5,10,5
"V755",3,4,8,6,2,9,8,6,1,1
"V756",3,5,5,2,2,4,4,6,8,5
"V757",9,2,7,4,10,4,3,1,3,6
"V758",9,7,7,2,6,6,7,8,1,7
"V759",10,2,5,6,9,6,10,8,3,9
"V760",3,5,8,3,2,5,4,9,9,7
"V761",4,10,7,7,1,2,3,2,6,4
"V762",8,8,10,4,5,7,9,4,4,5
"V763",9,6,9,7,2,8,10,9,3,6
"V764",3,10,5,7,6,1,5,7,10,9
"V765",1,6,3,10,6,9,1,6,6,6
"V766",4,3,3,5,9,7,2,1,5,2
"V767",7,2,5,3,4,5,5,1,10,3
"V768",2,7,2,9,3,1,2,5,4,10
"V769",2,6,9,1,2,4,6,10,3,9
"V770",9,8,9,5,6,6,7,1,4,6
"V771",5,8,9,3,2,7,7,6,5,5
"V772",1,1,2,9,5,1,10,1,6,6
"V773",7,10,10,9,10,7,4,1,5,1
"V774",5,10,3,6,7,6,6,5,1,9
"V775",2,4,8,10,2,4,7,4,9,3
"V776",2,10,10,7,4,6,4,10,6,4
"V777",10,7,9,1,4,6,9,4,9,8
"V778",2,1,6,4,5,5,5,4,3,7
"V779",5,10,10,7,9,9,2,5,8,8
"V780",9,8,4,1,2,9,9,9,7,8
"V781",3,5,10,5,10,10,9,5,9,4
"V782",7,9,1,6,1,4,6,4,2,6
"V783",8,6,8,4,1,5,10,4,2,8
"V784",2,8,5,8,10,9,8,8,3,5
"V785",3,7,10,6,8,5,9,4,6,3
"V786",5,2,2,5,5,10,4,3,2,2
"V787",2,10,6,4,6,8,3,8,4,6
"V788",9,5,5,5,5,4,2,5,4,5
"V789",7,3,5,6,1,1,8,10,7,2
"V790",2,8,8,9,4,3,5,6,7,2
"V791",2,3,10,8,9,10,5,7,4,1
"V792",10,6,4,10,3,4,4,7,2,4
"V793",9,2,7,10,9,1,7,4,7,4
"V794",2,8,7,1,1,1,7,3,3,4
"V795",1,5,10,9,10,4,10,4,2,5
"V796",3,2,3,3,7,10,5,3,4,7
"V797",2,2,4,6,3,10,8,10,7,2
"V798",6,8,10,6,10,8,4,4,9,6
"V799",8,6,4,9,4,9,3,4,7,9
"V800",7,9,1,9,6,8,7,3,6,4
"V801",9,6,6,5,6,2,3,3,5,2
"V802",10,3,4,2,10,1,7,4,9,5
"V803",8,8,5,10,10,4,10,6,5,8
"V804",9,10,6,8,2,8,8,8,3,10
"V805",2,5,10,1,9,6,5,2,6,7
"V806",2,9,1,9,9,9,9,7,1,5
"V807",1,10,2,2,4,4,6,7,3,2
"V808",9,1,6,2,8,10,9,3,5,8
"V809",2,6,4,3,6,9,5,3,6,3
"V810",6,10,4,6,5,10,2,9,1,6
"V811",7,1,3,9,5,3,8,4,8,7
"V812",6,1,2,2,4,2,5,2,1,5
"V813",2,8,5,3,5,7,1,1,1,1
"V814",5,7,6,7,6,6,9,4,5,2
"V815",9,1,3,6,2,6,9,7,2,5
"V816",10,3,7,4,2,1,2,8,4,1
"V817",2,4,1,2,8,3,8,3,5,5
"V818",8,7,8,6,9,4,8,9,9,8
"V819",1,3,1,5,3,5,9,6,1,5
"V820",2,2,7,5,8,5,5,5,1,4
"V821",1,4,10,9,6,7,10,10,1,1
"V822",4,4,5,10,3,10,1,1,3,9
"V823",4,1,6,2,4,2,10,4,9,6
"V824",6,2,5,3,6,5,3,5,5,4
"V825",1,8,1,8,1,8,6,1,7,7
"V826",1,1,6,6,6,3,9,9,10,1
"V827",8,5,3,10,8,7,5,2,6,9
"V828",5,7,7,6,10,9,8,7,3,8
"V829",4,8,3,7,10,4,6,2,1,4
"V830",4,1,7,8,8,1,3,2,4,5
"V831",8,3,1,5,1,9,8,4,2,10
"V832",5,1,6,3,7,5,5,7,3,10
"V833",9,7,2,1,3,5,8,10,2,10
"V834",7,9,9,2,1,5,9,3,10,8
"V835",4,8,6,5,5,8,2,3,7,1
"V836",6,7,7,10,4,10,9,3,10,10
"V837",7,4,1,9,8,9,7,1,3,9
"V838",8,10,7,6,3,3,1,2,2,3
"V839",9,6,7,8,4,6,8,2,9,6
"V840",3,7,2,2,7,4,8,6,1,10
"V841",1,8,2,2,8,2,8,10,5,8
"V842",4,8,10,3,5,2,6,4,3,4
"V843",4,6,3,3,7,1,9,7,6,7
"V844",7,3,6,9,3,10,8,7,2,7
"V845",4,5,9,4,8,4,9,3,5,9
"V846",8,9,3,3,1,2,7,4,2,1
"V847",8,5,5,4,3,1,6,9,3,7
"V848",10,7,6,10,6,6,1,8,2,9
"V849",6,1,7,2,3,5,9,1,6,2
"V850",8,1,7,2,4,2,8,7,2,5
"V851",10,5,7,3,1,9,6,3,8,1
"V852",3,2,5,4,8,7,3,5,6,7
"V853",6,2,8,7,9,4,5,8,4,10
"V854",3,2,4,1,3,10,8,4,10,7
"V855",2,6,7,5,4,5,2,3,2,3
"V856",8,4,7,4,2,5,9,6,3,5
"V857",10,6,5,4,10,9,3,8,4,5
"V858",9,6,10,3,7,10,2,6,10,2
"V859",1,3,4,3,5,9,5,6,8,1
"V860",4,9,7,8,1,3,4,7,8,4
"V861",8,5,6,2,4,10,1,8,9,2
"V862",8,1,7,6,1,10,7,9,7,8
"V863",3,2,2,8,5,3,6,7,7,1
"V864",1,1,8,6,2,4,8,1,2,9
"V865",8,4,9,8,2,5,1,2,2,1
"V866",10,4,6,1,9,9,1,3,5,2
"V867",9,3,10,2,10,6,8,5,9,3
"V868",3,7,2,8,7,5,6,2,2,9
"V869",8,4,4,5,2,3,3,9,3,2
"V870",4,2,3,3,8,2,1,9,1,5
"V871",3,9,1,2,10,2,10,6,8,6
"V872",1,7,5,3,7,8,1,9,5,6
"V873",6,10,9,5,8,5,10,5,10,5
"V874",7,8,8,5,10,8,7,10,4,4
"V875",5,6,7,7,9,3,3,6,7,3
"V876",7,8,10,3,3,6,7,4,7,7
"V877",2,10,2,3,1,5,6,2,9,6
"V878",5,10,7,4,4,9,2,5,8,6
"V879",3,9,1,2,10,2,4,9,6,7
"V880",7,6,1,2,2,2,10,9,8,3
"V881",7,2,7,6,5,2,1,4,8,4
"V882",8,8,2,7,1,10,1,5,8,1
"V883",10,5,9,7,9,5,3,7,4,9
"V884",6,8,1,4,7,7,7,9,10,3
"V885",6,4,7,5,8,3,5,6,6,3
"V886",10,5,5,10,8,10,9,6,10,10
"V887",10,6,2,5,9,6,4,10,4,10
"V888",3,4,4,4,5,3,4,9,9,4
"V889",8,5,7,2,8,5,7,4,5,9
"V890",5,9,8,8,4,2,4,4,7,6
"V891",3,2,6,8,10,1,1,7,1,1
"V892",9,5,2,4,9,2,10,6,4,4
"V893",8,9,10,9,6,6,7,3,1,6
"V894",3,5,5,4,3,2,1,1,8,4
"V895",4,6,9,4,7,9,7,6,5,10
"V896",10,2,6,2,2,9,7,5,5,1
"V897",8,4,6,10,1,2,7,1,8,5
"V898",4,5,6,6,3,7,10,5,1,9
"V899",10,6,8,9,10,1,9,10,7,4
"V900",2,7,10,7,10,9,5,1,2,9
"V901",9,6,8,3,6,8,5,5,4,10
"V902",2,2,4,5,9,5,9,2,8,9
"V903",3,10,1,3,2,6,10,7,7,3
"V904",8,1,7,3,8,4,8,2,7,5
"V905",4,10,6,5,9,6,1,4,2,9
"V906",7,9,10,3,1,1,10,10,2,7
"V907",9,2,5,10,3,6,1,5,10,6
"V908",7,3,8,9,3,6,4,4,5,6
"V909",10,7,4,7,3,4,6,7,8,3
"V910",7,3,10,2,4,10,4,7,6,8
"V911",1,10,1,7,9,3,2,7,1,6
"V912",10,6,5,8,5,9,7,6,8,5
"V913",1,7,2,1,3,5,7,4,10,2
"V914",1,6,4,9,6,9,8,1,1,3
"V915",2,10,3,9,4,7,10,8,2,9
"V916",7,5,10,6,2,1,9,8,10,2
"V917",3,4,2,8,9,3,8,8,6,3
"V918",1,3,5,3,8,2,8,3,1,5
"V919",10,8,10,1,5,3,3,1,4,8
"V920",9,2,6,6,3,4,9,9,5,7
"V921",2,10,3,6,1,9,10,7,8,8
"V922",2,10,7,9,8,4,9,8,7,3
"V923",8,6,3,1,1,8,10,3,8,10
"V924",4,4,8,10,5,8,1,9,9,4
"V925",4,6,4,6,7,7,4,6,10,3
"V926",8,5,4,3,3,5,8,6,3,9
"V927",2,3,2,7,2,10,7,6,1,1
"V928",9,8,1,4,9,1,9,9,7,8
"V929",1,3,2,10,1,7,4,4,3,8
"V930",1,5,5,4,4,2,2,8,10,6
"V931",3,9,2,7,2,9,9,4,2,4
"V932",3,3,5,7,6,7,9,2,7,2
"V933",1,9,8,10,5,9,4,1,2,10
"V934",6,7,9,3,8,8,3,8,6,5
"V935",8,6,10,5,1,2,10,8,8,6
"V936",1,8,9,8,2,7,5,9,10,3
"V937",10,7,8,4,4,2,8,7,3,9
"V938",5,8,6,1,9,1,7,7,9,4
"V939",3,9,4,6,7,10,8,3,10,4
"V940",10,4,1,10,1,7,8,1,6,1
"V941",8,7,1,5,9,3,4,1,9,10
"V942",8,6,5,9,3,2,5,6,1,1
"V943",4,1,2,8,1,1,5,8,8,2
"V944",8,6,2,10,6,9,9,5,10,2
"V945",8,3,9,10,6,7,8,8,4,3
"V946",5,10,4,2,10,4,10,7,10,4
"V947",8,4,2,6,9,3,9,3,4,9
"V948",9,2,7,10,6,6,1,2,7,9
"V949",3,7,5,8,6,7,10,10,8,8
"V950",5,2,6,1,2,9,8,9,10,1
"V951",1,8,7,2,6,10,4,5,8,3
"V952",7,5,5,4,3,2,10,10,4,6
"V953",6,9,10,8,2,4,1,2,6,7
"V954",10,7,5,5,3,3,9,9,4,8
"V955",2,9,8,4,1,9,7,6,8,9
"V956",1,8,10,2,6,8,10,6,3,2
"V957",10,3,3,1,9,10,5,8,6,7
"V958",7,9,6,2,3,9,6,8,3,9
"V959",7,1,10,1,5,5,10,3,5,3
"V960",1,2,8,4,9,8,9,2,2,7
"V961",9,10,7,7,10,9,1,1,4,6
"V962",9,9,1,8,1,4,3,3,10,1
"V963",9,1,1,3,4,4,1,3,2,2
"V964",2,5,10,5,8,1,10,3,3,5
"V965",4,5,4,5,4,8,9,5,3,1
"V966",1,3,3,2,7,5,3,4,5,7
"V967",7,7,2,5,8,9,3,1,9,8
"V968",5,3,4,2,9,6,8,7,8,10
"V969",3,2,7,5,8,3,1,10,3,10
"V970",2,8,3,4,7,8,8,7,10,7
"V971",7,9,9,2,4,5,10,8,5,5
"V972",6,10,10,7,9,7,4,9,7,8
"V973",3,2,3,8,4,8,7,7,5,5
"V974",1,7,1,1,5,10,1,5,3,6
"V975",10,5,8,6,9,5,6,10,6,1
"V976",10,1,5,8,8,2,5,10,10,1
"V977",10,4,6,8,2,9,9,8,6,2
"V978",3,5,4,6,10,7,4,4,9,8
"V979",10,10,8,7,7,4,9,1,2,3
"V980",5,1,3,7,5,3,5,6,9,4
"V981",7,8,5,4,5,6,2,2,3,3
"V982",8,2,5,5,4,7,4,9,4,7
"V983",4,1,2,5,3,2,2,4,2,7
"V984",7,5,3,10,5,4,7,3,7,10
"V985",9,5,5,4,1,10,8,9,6,6
"V986",4,1,7,6,10,6,8,4,6,3
"V987",6,6,8,6,9,5,5,2,3,2
"V988",2,4,2,2,6,1,4,1,6,6
"V989",6,4,10,3,8,5,1,7,6,4
"V990",9,4,1,10,9,1,1,9,8,8
"V991",5,2,2,4,6,9,6,5,1,9
"V992",2,9,2,4,4,4,6,9,7,10
"V993",6,5,1,6,3,9,10,7,4,2
"V994",5,1,1,10,1,3,7,6,10,7
"V995",10,6,9,8,3,1,6,9,9,4
"V996",5,4,4,2,2,1,4,1,9,4
"V997",1,6,5,5,5,2,9,1,9,7
"V998",2,6,2,9,6,7,5,6,4,4
"V999",6,6,4,10,9,1,1,3,8,2
"V1000",3,8,7,7,10,10,2,10,3,3
"V1001",9,9,10,5,6,5,1,8,9,5
"V1002",6,6,6,5,9,8,7,6,4,8
"V1003",1,5,5,6,1,5,6,6,6,4
"V1004",1,8,2,8,5,8,7,9,10,1
"V1005",5,8,9,6,7,8,4,5,6,7
"V1006",1,8,8,8,10,3,6,7,10,9
"V1007",5,10,5,8,2,5,3,6,3,2
"V1008",7,3,7,6,2,8,1,1,2,1
"V1009",7,2,5,9,10,8,7,6,7,4
"V1010",5,5,4,8,4,3,4,3,2,9
"V1011",1,3,4,3,4,3,4,3,3,2
"V1012",5,8,10,9,10,6,4,8,2,2
"V1013",9,2,3,10,8,7,5,5,10,10
"V1014",8,7,3,8,7,1,9,3,6,10
"V1015",6,9,3,1,10,7,7,7,3,1
"V1016",10,7,6,6,8,10,3,5,10,4
"V1017",7,10,3,9,7,9,3,3,10,3
"V1018",3,1,9,6,6,3,3,1,4,1
"V1019",10,3,5,2,4,2,4,1,7,9
"V1020",8,9,5,5,7,3,1,10,10,7
"V1021",8,3,4,6,3,8,5,6,8,9
"V1022",1,8,2,3,2,9,7,2,6,8
"V1023",1,9,3,6,4,10,5,9,4,7
"V1024",1,6,9,1,5,2,6,5,4,7
"V1025",2,4,1,9,6,10,1,1,1,1
"V1026",5,2,4,7,1,10,2,8,3,5
"V1027",5,5,4,3,10,9,1,5,8,7
"V1028",10,4,6,1,3,9,3,10,7,9
"V1029",7,9,2,7,2,6,2,8,1,7
"V1030",6,2,6,10,4,5,8,2,10,1
"V1031",3,1,8,5,9,6,9,7,3,4
"V1032",8,8,9,4,8,4,1,2,3,3
"V1033",10,5,3,4,1,6,4,4,2,2
"V1034",2,10,8,9,2,2,6,8,1,8
"V1035",2,6,4,9,4,3,6,10,10,5
"V1036",4,7,9,2,1,9,4,2,4,1
"V1037",7,4,4,8,9,2,2,4,4,8
"V1038",4,7,5,2,7,1,10,1,4,3
"V1039",6,7,4,7,2,2,7,4,1,8
"V1040",6,4,5,3,1,10,7,8,10,5
"V1041",5,10,2,3,8,10,6,10,5,10
"V1042",5,2,2,9,3,9,4,2,3,10
"V1043",2,9,9,5,6,4,9,3,9,1
"V1044",8,6,8,2,5,4,2,2,9,5
"V1045",1,2,10,9,4,5,8,10,4,2
"V1046",6,8,2,8,1,2,2,10,5,7
"V1047",5,3,1,7,10,10,3,3,3,2
"V1048",4,9,10,5,4,4,9,3,6,10
"V1049",10,10,2,10,10,2,4,10,2,8
"V1050",5,10,2,2,4,1,4,8,7,5
"V1051",1,10,1,2,1,7,4,8,6,4
"V1052",7,3,7,1,1,3,2,3,3,7
"V1053",7,9,5,2,4,5,6,10,7,9
"V1054",4,8,8,8,5,5,7,3,8,4
"V1055",4,9,9,4,9,5,3,9,7,8
"V1056",8,1,4,10,7,7,7,4,7,7
"V1057",8,4,8,3,10,4,9,1,7,6
"V1058",3,8,1,9,10,4,3,9,5,9
"V1059",3,8,6,9,2,9,4,4,8,5
"V1060",2,6,5,6,2,7,1,6,9,4
"V1061",5,5,6,4,6,9,7,4,3,8
"V1062",3,1,7,6,5,9,5,2,8,1
"V1063",1,10,4,1,3,1,2,1,3,1
"V1064",3,10,1,5,5,2,2,2,5,7
"V1065",2,10,5,10,2,2,4,3,6,6
"V1066",8,3,9,5,2,2,4,10,3,9
"V1067",9,9,1,10,4,2,2,10,5,9
"V1068",7,4,3,3,9,10,6,6,9,6
"V1069",7,5,9,6,4,5,5,6,4,5
"V1070",9,1,10,5,7,4,6,7,7,2
"V1071",6,10,5,5,2,10,7,1,4,4
"V1072",9,9,7,3,7,10,7,7,2,10
"V1073",1,2,10,2,10,5,10,6,8,10
"V1074",7,1,1,4,10,2,7,1,10,8
"V1075",2,5,8,6,2,4,10,6,3,8
"V1076",6,10,8,3,2,2,2,5,7,10
"V1077",6,2,10,10,6,7,3,5,10,7
"V1078",9,7,7,2,5,3,10,7,6,10
"V1079",9,1,2,5,9,9,7,1,8,7
"V1080",8,5,8,3,8,1,10,1,3,4
"V1081",1,10,4,6,5,5,9,6,10,9
"V1082",2,9,1,2,10,2,9,4,3,3
"V1083",7,2,5,4,2,9,7,5,8,9
"V1084",9,10,9,5,1,4,9,10,5,3
"V1085",2,3,8,10,2,3,10,4,9,2
"V1086",5,2,6,9,7,5,2,1,4,5
"V1087",5,9,3,10,6,8,8,1,1,8
"V1088",7,2,10,9,8,10,4,9,8,1
"V1089",8,4,3,4,8,1,2,2,9,1
"V1090",4,2,8,2,1,2,8,9,2,6
"V1091",4,10,9,7,9,5,3,4,7,9
"V1092",3,6,7,7,5,10,10,1,10,6
"V1093",8,3,8,4,4,5,6,8,4,4
"V1094",7,4,4,2,2,1,7,2,9,6
"V1095",5,7,6,5,10,8,2,8,4,8
"V1096",2,1,8,1,8,5,6,9,7,3
"V1097",9,2,7,7,5,1,10,7,8,4
"V1098",9,5,5,6,2,7,5,10,6,1
"V1099",9,8,1,8,7,6,6,1,7,8
"V1100",1,1,1,7,2,9,2,1,5,10
"V1101",6,3,10,5,2,10,9,10,3,1
"V1102",7,10,2,6,1,1,8,6,8,4
"V1103",1,6,2,10,6,8,3,2,1,9
"V1104",9,4,2,9,7,1,10,1,1,7
"V1105",8,2,5,5,4,2,1,5,7,2
"V1106",7,1,1,2,2,1,3,3,1,2
"V1107",1,8,10,9,10,10,9,4,8,5
"V1108",8,8,6,3,3,6,2,3,1,6
"V1109",8,1,2,3,4,1,9,1,4,3
"V1110",8,8,8,1,5,7,2,9,3,7
"V1111",5,3,1,6,1,6,7,4,2,6
"V1112",4,1,9,1,10,4,10,5,7,5
"V1113",6,6,7,5,5,1,8,9,5,8
"V1114",8,9,5,3,3,3,3,5,10,7
"V1115",9,8,5,2,5,3,2,2,4,5
"V1116",4,1,7,1,6,1,3,2,10,2
"V1117",8,10,6,5,10,8,3,8,5,10
"V1118",5,6,7,7,6,2,5,1,4,9
"V1119",6,5,2,4,4,2,6,7,7,9
"V1120",4,10,1,2,2,6,2,5,5,4
"V1121",4,3,10,2,10,3,7,7,9,8
"V1122",6,7,9,1,7,10,8,6,9,6
"V1123",2,10,9,9,3,9,1,1,6,5
"V1124",2,2,3,10,6,3,6,3,4,6
"V1125",5,5,3,7,3,7,2,4,4,2
"V1126",4,1,1,8,9,3,8,10,3,6
"V1127",10,7,8,4,3,8,4,3,3,5
"V1128",5,8,2,8,8,3,7,7,5,1
"V1129",1,8,1,2,6,1,8,2,3,8
"V1130",9,2,5,3,10,9,2,4,7,1
"V1131",5,1,7,4,5,1,2,3,8,4
"V1132",3,6,9,4,8,7,4,10,5,8
"V1133",5,1,2,1,6,10,10,5,2,2
"V1134",7,8,8,2,3,5,5,4,6,4
"V1135",6,8,5,6,2,1,3,7,6,2
"V1136",4,3,10,3,5,7,10,8,4,8
"V1137",5,10,3,8,10,1,5,7,3,2
"V1138",4,6,9,9,10,7,6,6,2,1
"V1139",2,7,5,1,3,3,3,5,6,4
"V1140",1,6,1,4,3,8,5,2,3,2
"V1141",5,10,1,6,9,6,8,5,10,3
"V1142",2,1,6,6,9,8,3,9,7,5
"V1143",6,3,3,1,6,2,1,4,9,10
"V1144",8,4,3,3,5,9,7,7,2,10
"V1145",5,5,3,3,7,9,2,10,4,2
"V1146",1,10,3,4,7,3,5,9,7,8
"V1147",8,6,1,9,5,4,6,7,8,5
"V1148",2,9,4,10,4,2,3,8,8,3
"V1149",9,5,6,7,5,1,6,1,1,1
"V1150",6,2,8,2,5,6,1,5,1,1
"V1151",4,4,6,5,6,5,7,4,8,9
"V1152",2,7,7,10,1,5,7,8,6,4
"V1153",5,1,10,2,6,9,2,2,1,1
"V1154",7,5,5,8,2,4,6,8,6,6
"V1155",5,9,1,1,7,7,6,3,8,8
